condition,block_A,block_B,yield
4,19,8,45.13846468889584
4,19,9,35.77316061032605
5,0,0,27.25474132607036
5,0,1,40.44165792556786
5,0,2,41.47101911075603
5,0,3,22.19084542248611
5,0,4,34.88296982915962
5,0,5,39.154058761346086
5,0,6,43.13957879216496
5,0,7,24.53439141008937
5,0,8,32.43312977139789
5,0,9,54.920739819389986
5,1,0,29.58569491963529
5,1,1,46.82128530364607
5,1,2,38.84439198587077
5,1,3,48.17005238862624
5,1,4,37.46290961941348
5,1,5,41.82886320763856
5,1,6,45.93713789380765
5,1,7,31.292494219659428
5,1,8,42.90409268060999
5,1,9,46.489269423227256
5,2,0,19.96854099462823
5,2,1,38.99148795617019
5,2,2,38.031201757583176
5,2,3,65.94082118885973
5,2,4,49.186171608979215
5,2,5,37.56470720686209
5,2,6,46.15828119669943
5,2,7,49.230648884695825
5,2,8,40.786247136496115
5,2,9,42.3505544928012
5,3,0,34.278000385176064
5,3,1,44.860211826818016
5,3,2,47.2419427219273
5,3,3,44.07789926492045
5,3,4,59.60880909861851
5,3,5,53.618952739820195
5,3,6,40.93383096343259
5,3,7,49.84039243010661
5,3,8,61.208848293213094
5,3,9,40.28356014535924
5,4,0,29.2807407681405
5,4,1,50.370253839233115
5,4,2,38.43361729037194
5,4,3,44.52786118548545
5,4,4,42.95935503166692
5,4,5,52.27038985604284
5,4,6,61.61189413847432
5,4,7,60.22682205222913
5,4,8,42.25253253283301
5,4,9,62.89446111019815
5,5,0,33.38454747305799
5,5,1,63.2093844827486
5,5,2,49.634258189497835
5,5,3,60.22168683216462
5,5,4,47.61521610757391
5,5,5,59.37809893832981
5,5,6,61.199394654139184
5,5,7,45.96814639814428
5,5,8,55.84851081348609
5,5,9,57.30530889651361
5,6,0,44.159890877471256
5,6,1,55.39482095413473
5,6,2,40.035982860615796
5,6,3,49.280127916978586
5,6,4,53.71544587479037
5,6,5,50.625842192884406
5,6,6,60.54373365056903
5,6,7,66.08748243671606
5,6,8,78.13207143333018
5,6,9,58.415127622197936
5,7,0,42.79019009061782
5,7,1,49.39790751852614
5,7,2,44.52281971808007
5,7,3,57.57772218125968
5,7,4,64.32915356402022
5,7,5,45.14261505095904
5,7,6,55.151410892418454
5,7,7,76.47786649719521
5,7,8,69.33624518123575
5,7,9,70.56776018618487
5,8,0,56.06067154826272
5,8,1,63.41217803370092
5,8,2,51.81281161782665
5,8,3,77.92855372208868
5,8,4,63.00589873853386
5,8,5,60.177735883949424
5,8,6,71.91936084029598
5,8,7,81.67217257460602
5,8,8,64.14583425214605
5,8,9,83.33879603572773
5,9,0,31.033454699120437
5,9,1,53.3578615271054
5,9,2,36.16977524376938
5,9,3,52.42586492602261
5,9,4,68.57331446862864
5,9,5,69.56433150434286
5,9,6,90.08729787960742
5,9,7,62.67400603182921
5,9,8,79.78849214593224
5,9,9,73.04918696532836
5,10,0,49.69740499485012
5,10,1,42.52357316223786
5,10,2,55.0897281950859
5,10,3,49.37796099596206
5,10,4,65.9346297549706
5,10,5,61.74475754483011
5,10,6,68.0851603782819
5,10,7,80.97899207839664
5,10,8,74.92185148641579
5,10,9,74.2385682076458
5,11,0,52.45031876376106
5,11,1,59.83644841924417
5,11,2,58.94320203140316
5,11,3,59.52443823990756
5,11,4,58.982611651118
5,11,5,71.14681978060287
5,11,6,78.6017192413085
5,11,7,88.5871890433718
5,11,8,70.03109121373019
5,11,9,87.40656764027904
5,12,0,46.939579196688555
5,12,1,53.55573947081582
5,12,2,61.23766521497542
5,12,3,64.92058098447755
5,12,4,64.30126664409147
5,12,5,52.528118323424025
5,12,6,65.56613550882352
5,12,7,72.48217213819414
5,12,8,74.52654955053612
5,12,9,76.16383312570389
5,13,0,40.1628788091418
5,13,1,38.9845312898318
5,13,2,57.898074115681474
5,13,3,51.01584521990845
5,13,4,66.80032041139671
5,13,5,79.07113139375086
5,13,6,56.64302986947091
5,13,7,64.63726146853514
5,13,8,90.79323584441208
5,13,9,56.586318186227366
5,14,0,36.38665953830653
5,14,1,44.232415625713976
5,14,2,50.87669270974785
5,14,3,36.085282308950575
5,14,4,63.726393755075414
5,14,5,51.61836118703314
5,14,6,56.478224627515885
5,14,7,74.54075219108321
5,14,8,64.63755004800701
5,14,9,61.94183590419636
5,15,0,37.65457482383892
5,15,1,42.98717735129059
5,15,2,48.6278513427357
5,15,3,50.02538010493607
5,15,4,57.01191102221059
5,15,5,62.81655980138293
5,15,6,51.057619661535504
5,15,7,52.60836415733503
5,15,8,45.21529293131799
5,15,9,52.63137882350449
5,16,0,47.81459895489833
5,16,1,38.41435166305769
5,16,2,48.36070773895846
5,16,3,61.12634500964006
5,16,4,48.7736697885997
5,16,5,76.78709936034461
5,16,6,62.30929566437201
5,16,7,41.14548572369825
5,16,8,44.59200149107595
5,16,9,43.14319532994117
5,17,0,27.05443757741542
5,17,1,48.206689058861926
5,17,2,43.52703267121239
5,17,3,58.12105334318892
5,17,4,45.35962003373952
5,17,5,64.43483675609157
5,17,6,67.01319979739681
5,17,7,59.56983620826407
5,17,8,48.19625413535703
5,17,9,59.96906539072957
5,18,0,36.27397074791767
5,18,1,31.68771674084578
5,18,2,36.77580135906254
5,18,3,57.114457607001924
5,18,4,51.156072085409676
5,18,5,65.23267900413215
5,18,6,55.59545606590797
5,18,7,41.62694037236205
5,18,8,37.90003156644849
5,18,9,51.31992870001743
5,19,0,23.88838536117548
5,19,1,28.98237390188218
5,19,2,27.144109969051478
5,19,3,44.23421266308547
5,19,4,47.98438133794799
5,19,5,37.12527675887056
5,19,6,36.734328659091005
5,19,7,46.900090320447916
5,19,8,49.53211492782047
5,19,9,39.43982107973257
6,0,0,45.844402226163936
6,0,1,35.06808290976976
6,0,2,16.80941052493178
6,0,3,42.8685629819616
6,0,4,57.17534384843964
6,0,5,52.095308275058315
6,0,6,26.750104926143358
6,0,7,35.6293191960879
6,0,8,44.98867895846473
6,0,9,41.60209222004901
6,1,0,54.37663641945248
6,1,1,37.71318544806186
6,1,2,52.39513273749883
6,1,3,55.31963957100212
6,1,4,15.960297877925811
6,1,5,29.67359728837355
6,1,6,43.61677583876857
6,1,7,42.45658351200235
6,1,8,28.51674820831938
6,1,9,52.33646089924381
6,2,0,40.41401430549858
6,2,1,34.43039372148724
6,2,2,51.069067869242076
6,2,3,31.76804184625157
6,2,4,38.892445075121614
6,2,5,58.92326282608932
6,2,6,43.655325796155644
6,2,7,60.72296276907794
6,2,8,57.27046336696774
6,2,9,57.18761010489062
6,3,0,47.69165045001827
6,3,1,38.62018672037295
6,3,2,41.488284396349
6,3,3,32.159683289558735
6,3,4,45.60190192978183
6,3,5,35.51398024933705
6,3,6,50.424350515431804
6,3,7,47.437469606780105
6,3,8,41.30934880325084
6,3,9,49.16430719030093
6,4,0,48.19019720051599
6,4,1,43.466793294386505
6,4,2,51.38318916094278
6,4,3,33.03049246122333
6,4,4,45.496704827323846
6,4,5,53.82154740868881
6,4,6,45.152902441436986
6,4,7,49.86318114899594
6,4,8,41.159162358426556
6,4,9,51.57436112275134
6,5,0,59.167430599739056
6,5,1,28.050079791272147
6,5,2,52.45670157127442
6,5,3,53.11724337606272
6,5,4,59.52856489711461
6,5,5,39.87158909449507
6,5,6,64.69880156770579
6,5,7,63.61225491364569
6,5,8,49.97198147963023
6,5,9,69.95697832747597
6,6,0,49.23453248899338
6,6,1,49.985786369308514
6,6,2,49.96812533964012
6,6,3,64.2677883453807
6,6,4,56.991398454992705
6,6,5,65.94487253559612
6,6,6,63.103856949890414
6,6,7,70.12557939688345
6,6,8,49.87224355857395
6,6,9,68.4254998036328
6,7,0,40.51907969305487
6,7,1,61.44292687134787
6,7,2,54.22155359614398
6,7,3,62.45503652955857
6,7,4,64.06772853399801
6,7,5,68.49308313915957
6,7,6,74.20822208373815
6,7,7,50.51156092959642
6,7,8,81.45226397774438
6,7,9,49.92910688102469
6,8,0,58.55552749049207
6,8,1,45.483987885424746
6,8,2,58.3843883270421
6,8,3,46.68195662081654
6,8,4,60.270557108779386
6,8,5,64.87289949217933
6,8,6,56.17097152193442
6,8,7,65.24889961775985
6,8,8,73.66186048500136
6,8,9,73.1500934466836
6,9,0,57.464949618579354
6,9,1,68.27791806106765
6,9,2,70.11617573349528
6,9,3,69.76515486066917
6,9,4,59.46500736377482
6,9,5,72.08736302396686
6,9,6,86.85521809543386
6,9,7,60.9973041530658
6,9,8,78.06881736470545
6,9,9,72.28503701942483
6,10,0,51.17875546655658
6,10,1,65.80023740475521
6,10,2,58.293169166327175
6,10,3,58.14849026488255
6,10,4,55.04627673561108
6,10,5,64.21102915865961
6,10,6,85.8516541302132
6,10,7,76.31760643819085
6,10,8,81.3425012509822
6,10,9,85.45562780363306
6,11,0,44.96409137723738
6,11,1,47.44718994353463
6,11,2,48.33029543273844
6,11,3,66.87345077274284
6,11,4,59.93588808069493
6,11,5,66.07534065798158
6,11,6,83.43379778581539
6,11,7,76.418537366139
6,11,8,66.76488261071508
6,11,9,65.21570478610984
6,12,0,45.509332915815484
6,12,1,62.41745165781093
6,12,2,50.934283933703895
6,12,3,60.92873674372111
6,12,4,87.38473938269652
6,12,5,66.12426561747485
6,12,6,72.19973382841455
6,12,7,70.01780237546812
6,12,8,62.111517656199055
6,12,9,64.06234219006059
6,13,0,32.06163164992077
6,13,1,35.96906479054231
6,13,2,39.50871861295347
6,13,3,62.39438145026559
6,13,4,63.344060324412446
6,13,5,55.32459992398056
6,13,6,74.6411685071885
6,13,7,70.47854625698882
6,13,8,47.307768156373
6,13,9,62.67478946029266
6,14,0,40.00632057549992
6,14,1,43.72315717305235
6,14,2,52.76977686329851
6,14,3,48.754026955509424
6,14,4,43.79388617868733
6,14,5,74.63656265290028
6,14,6,75.6820532239137
6,14,7,52.564353174439034
6,14,8,70.02386363297062
6,14,9,69.61063303620752
6,15,0,31.18331489483075
6,15,1,33.76792655720828
6,15,2,39.03918090664598
6,15,3,60.90996212298984
6,15,4,61.969938660083166
6,15,5,62.80306548206354
6,15,6,62.893227163496455
6,15,7,61.493219689458826
6,15,8,54.73587176141683
6,15,9,57.503051483802324
6,16,0,45.90410622770314
6,16,1,21.190813894516232
6,16,2,30.64546046565647
6,16,3,48.45307120341492
6,16,4,53.69934998434927
6,16,5,44.16450704718149
6,16,6,40.20571980631394
6,16,7,52.47472252471507
6,16,8,55.80892399646197
6,16,9,58.187681436414465
6,17,0,38.23324253700207
6,17,1,37.50778273830982
6,17,2,39.26443016711346
6,17,3,54.56059626409087
6,17,4,49.97204185191429
6,17,5,33.04675293025744
6,17,6,33.09198836362391
6,17,7,67.99046507743164
6,17,8,53.617239310264566
6,17,9,61.06477264677933
6,18,0,35.01839128958242
6,18,1,27.594141767806452
6,18,2,45.00327104789497
6,18,3,52.27404538940357
6,18,4,53.915157950077955
6,18,5,56.29336753303402
6,18,6,39.431916135018916
6,18,7,48.165502622507724
6,18,8,48.83823562982977
6,18,9,43.184774928980204
6,19,0,46.06810877950352
6,19,1,37.95223059620262
6,19,2,20.59843915644174
6,19,3,35.901628670477095
6,19,4,35.61189016850738
6,19,5,66.32341431496563
6,19,6,38.142958891808846
6,19,7,62.77910430631323
6,19,8,55.93565752804132
6,19,9,29.586476792827238
7,0,0,25.53533691146075
7,0,1,44.749926758980365
7,0,2,35.37416929296836
7,0,3,60.84723947412727
7,0,4,50.93009742531659
7,0,5,38.80076031799257
7,0,6,36.60509331590273
7,0,7,49.995222309467444
7,0,8,35.682829612847314
7,0,9,22.33350687934905
7,1,0,60.13652124103495
7,1,1,34.46026274918534
7,1,2,46.41938367072968
7,1,3,37.2785275801742
7,1,4,63.33700747094464
7,1,5,37.13988121835656
7,1,6,44.35113198227253
7,1,7,40.39528728744233
7,1,8,25.879474785190336
7,1,9,42.22459546150658
7,2,0,53.27483618400224
7,2,1,52.12121272269692
7,2,2,49.01049772093264
7,2,3,51.893378833249024
7,2,4,49.305890638523096
7,2,5,52.54124273271332
7,2,6,45.23694680209534
7,2,7,36.97595064457697
7,2,8,32.70014492905629
7,2,9,28.11484910222461
7,3,0,32.56876946786877
7,3,1,49.36312895481877
7,3,2,74.8290046623909
7,3,3,44.05421601187767
7,3,4,54.02933041812529
7,3,5,47.584918662841815
7,3,6,42.706296929687646
7,3,7,55.00898848114303
7,3,8,55.15379151269254
7,3,9,71.57086409123467
7,4,0,50.33057973519829
7,4,1,39.84613960641244
7,4,2,26.650414967282536
7,4,3,37.203668463867565
7,4,4,57.873084915285
7,4,5,50.276692156052704
7,4,6,61.94444213160077
7,4,7,61.23793105618351
7,4,8,73.19698647619968
7,4,9,51.45813182522731
7,5,0,50.69581857352446
7,5,1,53.15792688237407
7,5,2,21.320811523612708
7,5,3,51.12796202086925
7,5,4,54.70432741939039
7,5,5,47.52807897173107
7,5,6,55.85253352414152
7,5,7,61.396290113037544
7,5,8,76.78220314024408
7,5,9,53.05629714670306
7,6,0,37.63193839026655
7,6,1,53.70024235027062
7,6,2,63.04476988541505
7,6,3,63.91677419930879
7,6,4,73.74566299157281
7,6,5,81.24449491726325
7,6,6,64.48566052723895
7,6,7,78.20937497497754
7,6,8,74.33599562764759
7,6,9,71.65808112075031
7,7,0,52.462015256065555
7,7,1,36.38742257078917
7,7,2,34.50809469536293
7,7,3,70.26421834863217
7,7,4,72.00679055759664
7,7,5,89.10887489195463
7,7,6,60.71443578083946
7,7,7,65.75821397473564
7,7,8,65.20263806253614
7,7,9,69.88140084862073
7,8,0,50.677351396721306
7,8,1,39.61011915447638
7,8,2,68.48710447322969
7,8,3,70.85837171044344
7,8,4,85.37957216065669
7,8,5,48.58441728597453
7,8,6,75.4592825368825
7,8,7,75.67804922771532
7,8,8,71.32042798817493
7,8,9,79.77844418804295
7,9,0,47.97965298551711
7,9,1,40.3467816613524
7,9,2,51.922662765672214
7,9,3,49.01479729801712
7,9,4,66.86370889258
7,9,5,66.54093430663114
7,9,6,90.71986379882988
7,9,7,92.8428093678722
7,9,8,86.40433046353674
7,9,9,79.90069282596212
7,10,0,56.7751173755839
7,10,1,53.47378494903353
7,10,2,65.43703222867924
7,10,3,70.47812782794152
7,10,4,61.98550425037857
7,10,5,71.35717108881626
7,10,6,79.03598662263988
7,10,7,56.62316136481872
7,10,8,83.7461525578023
7,10,9,61.609017293374094
7,11,0,55.093982518369835
7,11,1,56.38442949616223
7,11,2,56.55768684648411
7,11,3,58.18383590077364
7,11,4,61.204709589974705
7,11,5,68.25539492276278
7,11,6,85.42322311447631
7,11,7,86.13601296404686
7,11,8,76.32894194660757
7,11,9,52.524878003525124
7,12,0,60.44207564033531
7,12,1,35.40297954105583
7,12,2,50.85613547413429
7,12,3,52.74067331520388
7,12,4,80.12997505192952
7,12,5,78.7601256588113
7,12,6,62.535115211545964
7,12,7,77.03071785430544
7,12,8,62.49617846882687
7,12,9,66.00129746784495
7,13,0,43.46164236625098
7,13,1,68.0763748197632
7,13,2,66.53938419614137
7,13,3,63.8686481642604
7,13,4,73.11639275788717
7,13,5,68.92245667252693
7,13,6,60.77866739913167
7,13,7,73.41645833608258
7,13,8,81.15768091315212
7,13,9,84.20515718081761
7,14,0,55.597208787409315
7,14,1,52.571567018278955
7,14,2,56.259257029695455
7,14,3,55.19802914623754
7,14,4,62.67543903178564
7,14,5,52.84012270291765
7,14,6,57.00151056791698
7,14,7,57.987245019337685
7,14,8,80.20205543015325
7,14,9,64.96041129062145
7,15,0,31.073733002063953
7,15,1,46.26198053247617
7,15,2,59.48302506241494
7,15,3,62.32817841417733
7,15,4,51.940622113175785
7,15,5,56.11510571619702
7,15,6,48.64116637550167
7,15,7,66.13643679585788
7,15,8,81.04275886722672
7,15,9,73.0399179251237
7,16,0,37.53025695982684
7,16,1,28.38458998456796
7,16,2,49.52085391892683
7,16,3,30.181019874006033
7,16,4,61.159112265439475
7,16,5,60.388936708342925
7,16,6,53.970698266905316
7,16,7,35.25654314942225
7,16,8,46.91015551534138
7,16,9,52.56183814606712
7,17,0,39.16958078367825
7,17,1,41.260516588119685
7,17,2,47.17147956157126
7,17,3,34.90330144265067
7,17,4,48.308338691968686
7,17,5,52.360050990763085
7,17,6,53.42414752190301
7,17,7,47.36071723527073
7,17,8,57.43848212856379
7,17,9,49.58414101418031
7,18,0,25.097298715687376
7,18,1,34.62759722937839
7,18,2,33.50966823783187
7,18,3,52.54833302137287
7,18,4,46.75284921494516
7,18,5,48.69775956674533
7,18,6,31.72348107314038
7,18,7,58.35977536749709
7,18,8,39.77148077109323
7,18,9,49.62291754483482
7,19,0,29.10026356323045
7,19,1,42.69306078781864
7,19,2,41.0439289932998
7,19,3,42.52098144698062
7,19,4,31.585840829206617
7,19,5,22.19313999194599
7,19,6,38.89601933230884
7,19,7,77.30293229858299
7,19,8,41.06977819900054
7,19,9,31.25862224114781
8,0,0,55.7712944570236
8,0,1,66.56449956955738
8,0,2,58.763124755027086
8,0,3,51.648998051800476
8,0,4,48.199281760901954
8,0,5,37.275460256195196
8,0,6,56.396049471679014
8,0,7,39.59131291118169
8,0,8,36.12739270061555
8,0,9,40.38328535576869
8,1,0,57.88404015154184
8,1,1,60.77470750789432
8,1,2,27.810688889858444
8,1,3,71.14956390093057
8,1,4,45.15022650027751
8,1,5,61.23676553587786
8,1,6,31.85884750603457
8,1,7,60.48259754781251
8,1,8,46.82633069450431
8,1,9,43.42662743239346
8,2,0,51.15071309442766
8,2,1,50.83045842514417
8,2,2,70.32481978908972
8,2,3,48.84940739776496
8,2,4,56.92300351739094
8,2,5,34.95352647721881
8,2,6,70.02361537981503
8,2,7,71.95766997281687
8,2,8,45.08043664574744
8,2,9,44.78647411371533
8,3,0,45.9676016953648
8,3,1,38.70836927559679
8,3,2,54.790512823858194
8,3,3,47.1095854016218
8,3,4,60.03344637475527
8,3,5,49.04488593105884
8,3,6,56.84940001248425
8,3,7,50.629702253445984
8,3,8,47.41864846460195
8,3,9,46.16486197342364
8,4,0,44.428342867409285
8,4,1,41.05088061659596
8,4,2,69.05117129084783
8,4,3,55.13042957631723
8,4,4,43.75294654503461
8,4,5,77.82580598395971
8,4,6,48.990079711143345
8,4,7,41.94411346579222
8,4,8,56.97941003235199
8,4,9,43.77324114085802
8,5,0,50.54975510730074
8,5,1,55.713643962260115
8,5,2,41.9195305348225
8,5,3,44.33764986603093
8,5,4,66.24677501894173
8,5,5,59.188986446323774
8,5,6,56.853890374428204
8,5,7,51.87211313908333
8,5,8,63.93235037101347
8,5,9,88.14967965281461
8,6,0,62.333179182554645
8,6,1,39.14986081043304
8,6,2,67.45491223460746
8,6,3,76.54968110717093
8,6,4,63.25031787695459
8,6,5,53.62455157780752
8,6,6,65.82345415239901
8,6,7,71.06456886408995
8,6,8,64.69499324123042
8,6,9,64.57531418571824
8,7,0,17.9132780823285
8,7,1,48.94453037158166
8,7,2,53.94611488916008
8,7,3,53.37740734731364
8,7,4,46.53069563888901
8,7,5,63.403452245238434
8,7,6,57.55631717986884
8,7,7,63.94364621435056
8,7,8,71.9591432230194
8,7,9,71.0280732209558
8,8,0,55.86784257541776
8,8,1,57.31797049113992
8,8,2,70.0066400696255
8,8,3,51.31210219734068
8,8,4,74.60358386116097
8,8,5,75.25573598157249
8,8,6,52.64213720066747
8,8,7,79.84318317058867
8,8,8,68.40503164838728
8,8,9,67.77183634923622
8,9,0,41.57672831479374
8,9,1,42.81647945281392
8,9,2,58.261470706914196
8,9,3,81.2660994127889
8,9,4,77.30906235153951
8,9,5,61.39871856775415
8,9,6,76.74934910182883
8,9,7,74.20611527631446
8,9,8,89.68180316939598
8,9,9,82.90916892193489
8,10,0,45.51354892065941
8,10,1,32.912901972216964
8,10,2,46.65234010062721
8,10,3,77.9205226438361
8,10,4,74.80548812110784
8,10,5,65.48579601059498
8,10,6,81.2865324053731
8,10,7,86.93293944353198
8,10,8,72.28970546450998
8,10,9,62.03521228767238
8,11,0,57.48056008964827
8,11,1,52.477298659640226
8,11,2,54.457310234705034
8,11,3,53.16176854755811
8,11,4,62.52964206142714
8,11,5,65.0586075582151
8,11,6,59.55047253948042
8,11,7,62.26010795846304
8,11,8,84.53022846922124
8,11,9,61.14176225331966
8,12,0,56.25323487722945
8,12,1,57.153684929764594
8,12,2,53.14985410390079
8,12,3,49.10203601468085
8,12,4,77.15281176770183
8,12,5,55.779120547184306
8,12,6,66.2331655035706
8,12,7,64.97835395946242
8,12,8,82.22180995612676
8,12,9,67.0809232365767
8,13,0,43.52266572173854
8,13,1,56.78236703526653
8,13,2,61.49491871460276
8,13,3,65.76082212665028
8,13,4,70.55453223364707
8,13,5,75.27998210744776
8,13,6,77.04075859497289
8,13,7,72.71906387910215
8,13,8,71.55373287856828
8,13,9,63.21861131117953
8,14,0,60.93158638479026
8,14,1,45.25948599235426
8,14,2,32.72929621479034
8,14,3,46.13545096249928
8,14,4,62.81465403430815
8,14,5,72.98647839054114
8,14,6,69.91049646600693
8,14,7,86.75340077254808
8,14,8,48.3053315210008
8,14,9,54.758245207654724
8,15,0,25.73781261178808
8,15,1,42.55255167780952
8,15,2,45.14326881802242
8,15,3,63.399583436743455
8,15,4,65.08420869890396
8,15,5,54.900520828849594
8,15,6,62.19721108677751
8,15,7,50.636096998843136
8,15,8,56.83099470537171
8,15,9,61.05018865171088
8,16,0,39.575124343082244
8,16,1,31.08692178491693
8,16,2,43.05298882990193
8,16,3,47.382087887981115
8,16,4,43.06978804905294
8,16,5,54.015725741246904
8,16,6,69.31625986183325
8,16,7,65.97259805084255
8,16,8,53.48035507838025
8,16,9,55.10725664085581
8,17,0,29.867536413929763
8,17,1,59.98630130641889
8,17,2,52.612550962467665
8,17,3,46.91102409430293
8,17,4,41.132191451602026
8,17,5,39.62914709804551
8,17,6,33.859632738800336
8,17,7,57.762489210879785
8,17,8,56.403087464969126
8,17,9,61.61925681468967
8,18,0,38.8209176438612
8,18,1,39.75742867154589
8,18,2,33.26352104780802
8,18,3,64.2433786810553
8,18,4,53.03475375328942
8,18,5,37.85374351512187
8,18,6,50.59684466006691
8,18,7,52.34328754894321
8,18,8,42.09094355780246
8,18,9,31.553264547070608
8,19,0,10.94827941572536
8,19,1,33.388646922018964
8,19,2,43.79255928472816
8,19,3,41.48426376193791
8,19,4,40.826933496649346
8,19,5,40.05721298852831
8,19,6,41.57669341236799
8,19,7,41.5243413802934
8,19,8,39.23215687822597
8,19,9,46.720040718126334
9,0,0,50.05198544008797
9,0,1,46.00957965126848
9,0,2,58.50715307493197
9,0,3,41.25231797390619
9,0,4,62.75032922910445
9,0,5,41.657614670253515
9,0,6,71.63159073280109
9,0,7,37.56763621210837
9,0,8,28.93812454965705
9,0,9,51.77116758045983
9,1,0,56.409167257914284
9,1,1,56.98760419719747
9,1,2,44.985906512310606
9,1,3,46.18429758501572
9,1,4,61.221771890408384
9,1,5,72.023594486776
9,1,6,43.098635319479165
9,1,7,55.74130035815984
9,1,8,44.47420971915726
9,1,9,43.50437922401576
9,2,0,29.797456102314
9,2,1,52.24787359613195
9,2,2,59.11981153957059
9,2,3,55.77018448738329
9,2,4,69.2529279082925
9,2,5,51.41613016065937
9,2,6,44.81499233265444
9,2,7,44.908138156942165
9,2,8,50.908029195270785
9,2,9,42.80508930604307
9,3,0,48.03989673125831
9,3,1,51.293548555470444
9,3,2,42.96106181084422
9,3,3,62.639335576200025
9,3,4,45.77457016137207
9,3,5,59.242914492247365
9,3,6,37.64052484839304
9,3,7,55.54204089802129
9,3,8,41.191233164862155
9,3,9,47.23047254072394
9,4,0,70.49251002683121
9,4,1,72.90240189552834
9,4,2,44.35463899600741
9,4,3,65.78058669572438
9,4,4,46.7980188715957
9,4,5,43.16031778627838
9,4,6,50.53997911071163
9,4,7,61.88565080050778
9,4,8,46.87770378692477
9,4,9,52.592799194291715
9,5,0,49.78304709998717
9,5,1,42.72488004772178
9,5,2,55.21814459592069
9,5,3,48.59778225025353
9,5,4,50.13672259860549
9,5,5,57.60142216695405
9,5,6,62.1072443980831
9,5,7,62.06087570368679
9,5,8,50.803223501818565
9,5,9,69.3410294073885
9,6,0,50.970294452551315
9,6,1,61.76642215990834
9,6,2,61.60533492374195
9,6,3,31.912277509068172
9,6,4,63.57888560096605
9,6,5,64.70918161317651
9,6,6,41.25159877944676
9,6,7,51.700212188894966
9,6,8,60.29094053063497
9,6,9,76.63419613973058
9,7,0,45.735327310544136
9,7,1,61.75171542518253
9,7,2,53.93208241138302
9,7,3,50.54871692374444
9,7,4,57.52737391600268
9,7,5,55.3084089496054
9,7,6,55.433825213278595
9,7,7,71.40001290978287
9,7,8,69.82292846859546
9,7,9,70.3552655699329
9,8,0,40.50372331251092
9,8,1,53.86557355762053
9,8,2,57.66458880145369
9,8,3,74.71410589674495
9,8,4,71.18346066362174
9,8,5,59.05802606825824
9,8,6,71.40732246897005
9,8,7,80.8551024020938
9,8,8,60.443818182084165
9,8,9,64.1858430069654
9,9,0,48.7674085721472
9,9,1,52.03039957739828
9,9,2,56.609753671274966
9,9,3,54.00372147640504
9,9,4,70.25011579021862
9,9,5,64.0195048002418
9,9,6,70.9012791090245
9,9,7,86.78090352509864
9,9,8,77.81532098090828
9,9,9,72.79012215159048
9,10,0,48.740590195576914
9,10,1,61.78274200237066
9,10,2,53.99917624384116
9,10,3,62.8208439797165
9,10,4,58.6099899109372
9,10,5,70.3789928083443
9,10,6,74.33579430062606
9,10,7,60.02326242945939
9,10,8,67.30318943201901
9,10,9,71.20518295680768
9,11,0,32.195944032309
9,11,1,55.79665497732849
9,11,2,44.27722430018974
9,11,3,52.38559821291589
9,11,4,63.64707527467801
9,11,5,65.38030875645681
9,11,6,66.89083628325785
9,11,7,59.71498004796324
9,11,8,66.13403224829504
9,11,9,66.32563968185853
9,12,0,39.94346308235703
9,12,1,47.44009085994633
9,12,2,50.59561063783524
9,12,3,53.264972166187704
9,12,4,57.868295880098344
9,12,5,72.47294537927249
9,12,6,59.366759140558514
9,12,7,70.68580318105295
9,12,8,72.61869084835368
9,12,9,80.98828826823964
9,13,0,19.62233785587949
9,13,1,38.06209694614938
9,13,2,40.59257738920266
9,13,3,45.650175924466865
9,13,4,70.19358523947734
9,13,5,66.95734325881527
9,13,6,53.844393365464605
9,13,7,45.1376090073335
9,13,8,69.32938307209575
9,13,9,64.73807273697957
9,14,0,44.60472484477283
9,14,1,40.29970381606895
9,14,2,62.649481019999875
9,14,3,58.06032944082048
9,14,4,51.86185795475799
9,14,5,55.488774739694925
9,14,6,69.19092469224127
9,14,7,58.56154997666362
9,14,8,63.44497420055094
9,14,9,83.14111925112144
9,15,0,40.82732993797145
9,15,1,37.80462241590123
9,15,2,36.78813691705562
9,15,3,58.96503447746423
9,15,4,55.450288922855314
9,15,5,55.093463281934
9,15,6,47.40711393331447
9,15,7,71.46233782250381
9,15,8,65.58033108470534
9,15,9,66.15287955181685
9,16,0,43.941831576969896
9,16,1,32.44390847106832
9,16,2,35.61286334610983
9,16,3,54.96072910104961
9,16,4,58.3915654436287
9,16,5,57.56119443236221
9,16,6,38.875863346587366
9,16,7,67.49211174525624
9,16,8,62.290089006588765
9,16,9,61.43589044837321
9,17,0,48.634602315432566
9,17,1,40.635535156101234
9,17,2,55.23974149927088
9,17,3,38.86788371411622
9,17,4,68.05921085793855
9,17,5,37.16139823616933
9,17,6,53.58942629099606
9,17,7,58.3981834494727
9,17,8,52.33901981292721
9,17,9,54.49552422035159
9,18,0,27.42334207089754
9,18,1,38.47299601600564
9,18,2,42.169230945387945
9,18,3,36.446985172144096
9,18,4,39.64406343067138
9,18,5,68.21868547910915
9,18,6,67.39084082083502
9,18,7,37.79428202222639
9,18,8,46.09876088152117
9,18,9,43.688214806403906
9,19,0,16.78551826586058
9,19,1,9.25528000411656
9,19,2,38.90533247940668
9,19,3,32.20458213026599
9,19,4,48.96062681066816
9,19,5,41.382970368463305
9,19,6,53.36847240825758
