Amine,Bromide,Catalyst,Solvent,Base,yield
14,25,3,2,a,0.28774145
14,25,3,2,b,0.34777236
14,25,3,2,c,0.2472828
14,25,3,3,a,0.32582372
14,25,3,3,b,0.5765088
14,25,3,3,c,0.28686932
14,25,4,1,a,0.34434548
14,25,4,1,b,0.8286081
14,25,4,1,c,0.35830176
14,25,4,2,a,0.41906014
14,25,4,2,b,0.7123234
14,25,4,2,c,0.23148184
14,25,4,3,a,0.3709703
14,25,4,3,b,0.82570153
14,25,4,3,c,0.30426252
14,25,5,1,a,0.64297754
14,25,5,1,b,0.54417366
14,25,5,1,c,0.21674222
14,25,5,2,a,0.43449938
14,25,5,2,b,0.58516246
14,25,5,2,c,0.16529785
14,25,5,3,a,0.5394253
14,25,5,3,b,0.48868406
14,25,5,3,c,0.2503692
14,25,6,1,a,0.6783062
14,25,6,1,b,0.52092063
14,25,6,1,c,0.3695662
14,25,6,2,a,0.67309445
14,25,6,2,b,0.4592294
14,25,6,2,c,0.30144438
14,25,6,3,a,0.72311276
14,25,6,3,b,0.5478602
14,25,6,3,c,0.33357278
14,25,7,1,a,59.4902
14,25,7,1,b,27.271053
14,25,7,1,c,36.423206
14,25,7,2,a,62.278774
14,25,7,2,b,34.2665
14,25,7,2,c,36.47834
14,25,7,3,a,59.546528
14,25,7,3,b,31.174063
14,25,7,3,c,37.57047
14,25,8,1,a,56.963234
14,25,8,1,b,30.005726
14,25,8,1,c,35.74591
14,25,8,2,a,60.46489
14,25,8,2,b,36.74662
14,25,8,2,c,37.426357
14,25,8,3,a,57.101418
14,25,8,3,b,33.521965
14,25,8,3,c,36.900158
14,25,9,1,a,53.00195
14,25,9,1,b,27.317118
14,25,9,1,c,31.267933
14,25,9,2,a,54.57944
14,25,9,2,b,32.15801
14,25,9,2,c,31.801384
14,25,9,3,a,52.944122
14,25,9,3,b,30.607231
14,25,9,3,c,32.4532
14,25,10,1,a,2.8548672
14,25,10,1,b,2.1100328
14,25,10,1,c,0.4721663
14,25,10,2,a,3.1896613
14,25,10,2,b,3.3906686
14,25,10,2,c,0.55853695
14,25,10,3,a,2.6967158
14,25,10,3,b,2.4311466
14,25,10,3,c,0.51380026
14,25,11,1,a,0.5143592
14,25,11,1,b,0.74517375
14,25,11,1,c,0.34435877
14,25,11,2,a,0.34859747
14,25,11,2,b,0.37770894
14,25,11,2,c,0.24505228
14,25,11,3,a,0.4606105
14,25,11,3,b,0.5615598
14,25,11,3,c,0.27462858
14,25,12,1,a,0.576242
14,25,12,1,b,0.5430311
14,25,12,1,c,0.36365554
14,25,12,2,a,0.38069743
14,25,12,2,b,0.41530135
14,25,12,2,c,0.14338253
14,25,12,3,a,0.45970294
14,25,12,3,b,0.54280096
14,25,12,3,c,0.3295961
14,25,13,1,a,0.3687741
14,25,13,1,b,0.4187516
14,25,13,1,c,0.20427112
14,25,13,2,a,0.30823016
14,25,13,2,b,0.3845063
14,25,13,2,c,0.072270386
14,25,13,3,a,0.3582296
14,25,13,3,b,0.31859878
14,25,13,3,c,0.18186559
14,25,14,1,a,43.95725
14,25,14,1,b,26.987804
14,25,14,1,c,23.954683
14,25,14,2,a,45.361103
14,25,14,2,b,31.337893
14,25,14,2,c,25.368553
14,25,14,3,a,43.25193
14,25,14,3,b,28.793827
14,25,14,3,c,24.343893
14,25,16,1,a,8.3021755
14,25,16,1,b,2.7033846
14,25,16,1,c,-2.2082734
14,25,16,2,a,6.7790537
14,25,16,2,b,2.1278875
14,25,16,2,c,-2.918255
14,25,16,3,a,7.0527334
14,25,16,3,b,2.411005
14,25,16,3,c,-2.3211894
14,25,17,1,a,2.6300921
14,25,17,1,b,1.9975444
14,25,17,1,c,0.7290298
14,25,17,2,a,2.5059261
14,25,17,2,b,2.3429492
14,25,17,2,c,0.5474547
14,25,17,3,a,2.184567
14,25,17,3,b,1.7416269
14,25,17,3,c,0.77151465
14,25,18,1,a,0.38525105
14,25,18,1,b,0.45299852
14,25,18,1,c,0.089469515
14,25,18,2,a,0.07517863
14,25,18,2,b,0.1641511
14,25,18,2,c,-0.10312625
14,25,18,3,a,0.39217943
14,25,18,3,b,0.3284905
14,25,18,3,c,0.12891176
14,25,19,1,a,0.68287015
14,25,19,1,b,0.16277902
14,25,19,1,c,-0.19181174
14,25,19,2,a,0.32886145
14,25,19,2,b,0.17034683
14,25,19,2,c,-0.5099904
14,25,19,3,a,0.57968265
14,25,19,3,b,0.3120977
14,25,19,3,c,-0.24671328
14,25,20,1,a,0.6595855
14,25,20,1,b,-0.4802529
14,25,20,1,c,0.21698129
14,25,20,2,a,0.6876064
14,25,20,2,b,-0.45792216
14,25,20,2,c,0.15739009
14,25,20,3,a,0.56340003
14,25,20,3,b,-0.4778516
14,25,20,3,c,0.24257997
14,25,21,1,a,0.16622604
14,25,21,1,b,0.12623642
14,25,21,1,c,-0.030928122
14,25,21,2,a,0.28912786
14,25,21,2,b,-0.17939602
14,25,21,2,c,-0.18148449
14,25,21,3,a,0.24742918
14,25,21,3,b,0.02969193
14,25,21,3,c,-0.028698819
14,28,1,1,a,0.3997266
14,28,1,1,b,4.285499
14,28,1,1,c,0.38842604
14,28,1,2,a,0.3381969
14,28,1,2,b,1.9834359
14,28,1,2,c,0.2726263
14,28,1,3,a,0.44910368
14,28,1,3,b,3.6846938
14,28,1,3,c,0.29550382
14,28,2,1,a,1.9682938
14,28,2,1,b,13.075086
14,28,2,1,c,0.547497
14,28,2,2,a,1.3331317
14,28,2,2,b,8.219337
14,28,2,2,c,0.16418356
14,28,2,3,a,1.7023042
14,28,2,3,b,11.806425
14,28,2,3,c,0.46965206
14,28,3,1,a,0.8915338
14,28,3,1,b,7.3131604
14,28,3,1,c,0.47809672
14,28,3,2,a,0.6093851
14,28,3,2,b,3.2381701
14,28,3,2,c,0.4157131
14,28,3,3,a,0.7201304
14,28,3,3,b,5.9618335
14,28,3,3,c,0.3672355
14,28,4,1,a,0.80047596
14,28,4,1,b,4.3903728
14,28,4,1,c,0.5320961
14,28,4,2,a,0.5782036
14,28,4,2,b,1.4711397
14,28,4,2,c,0.4489319
14,28,4,3,a,0.6504154
14,28,4,3,b,3.065658
14,28,4,3,c,0.49648818
14,28,5,1,a,0.59781617
14,28,5,1,b,5.223153
14,28,5,1,c,0.26770422
14,28,5,2,a,0.25209862
14,28,5,2,b,2.2052908
14,28,5,2,c,0.27076706
14,28,5,3,a,0.5101455
14,28,5,3,b,4.260259
14,28,5,3,c,0.3059547
14,28,6,1,a,0.54091614
14,28,6,1,b,4.5537667
14,28,6,1,c,0.36630246
14,28,6,2,a,0.47723696
14,28,6,2,b,2.072273
14,28,6,2,c,0.21844867
14,28,6,3,a,0.50955284
14,28,6,3,b,3.8286765
14,28,6,3,c,0.31420872
14,28,7,1,a,27.16758
14,28,7,1,b,12.037109
14,28,7,1,c,19.242777
14,28,7,2,a,28.819801
14,28,7,2,b,8.769563
14,28,7,2,c,18.892115
14,28,7,3,a,26.374163
14,28,7,3,b,11.912928
14,28,7,3,c,18.863966
14,28,8,1,a,24.853865
14,28,8,1,b,11.205498
14,28,8,1,c,17.26549
14,28,8,2,a,26.66749
14,28,8,2,b,10.091388
14,28,8,2,c,18.214468
14,28,8,3,a,23.863823
14,28,8,3,b,11.361462
14,28,8,3,c,17.141531
14,28,9,1,a,25.901028
14,28,9,1,b,14.106224
14,28,9,1,c,17.439192
14,28,9,2,a,26.756424
14,28,9,2,b,11.5393305
14,28,9,2,c,17.28971
14,28,9,3,a,24.887749
14,28,9,3,b,13.925393
14,28,9,3,c,16.902403
14,28,10,1,a,3.5174634
14,28,10,1,b,10.217939
14,28,10,1,c,1.0501746
14,28,10,2,a,3.491479
14,28,10,2,b,7.261027
14,28,10,2,c,1.0962889
14,28,10,3,a,3.2293196
14,28,10,3,b,9.819163
14,28,10,3,c,1.0769013
14,28,11,1,a,0.5652657
14,28,11,1,b,2.90692
14,28,11,1,c,0.2514063
14,28,11,2,a,0.3920135
14,28,11,2,b,1.3766862
14,28,11,2,c,0.17541377
14,28,11,3,a,0.47242284
14,28,11,3,b,2.3969586
14,28,11,3,c,0.18885791
14,28,12,1,a,0.6153954
14,28,12,1,b,1.9270594
14,28,12,1,c,0.3171945
14,28,12,2,a,0.43551257
14,28,12,2,b,1.0351574
14,28,12,2,c,0.2235655
14,28,12,3,a,0.56674093
14,28,12,3,b,1.6182228
14,28,12,3,c,0.27599108
14,28,13,1,a,0.46064946
14,28,13,1,b,5.7365975
14,28,13,1,c,0.2153901
14,28,13,2,a,0.3664119
14,28,13,2,b,2.6177776
14,28,13,2,c,0.108802594
14,28,13,3,a,0.32828596
14,28,13,3,b,5.1503577
14,28,13,3,c,0.15069495
14,28,14,1,a,20.074024
14,28,14,1,b,13.433384
14,28,14,1,c,12.112714
14,28,14,2,a,21.440634
14,28,14,2,b,11.337886
14,28,14,2,c,12.375129
14,28,14,3,a,18.931187
14,28,14,3,b,12.912724
14,28,14,3,c,11.756319
14,28,16,1,a,9.168853
14,28,16,1,b,11.3115835
14,28,16,1,c,0.0702644
14,28,16,2,a,6.6013203
14,28,16,2,b,5.599657
14,28,16,2,c,-0.6988267
14,28,16,3,a,7.6047363
14,28,16,3,b,9.934807
14,28,16,3,c,-0.2526302
14,28,17,1,a,1.5673964
14,28,17,1,b,3.4585664
14,28,17,1,c,0.60037893
14,28,17,2,a,1.0217413
14,28,17,2,b,1.6105865
14,28,17,2,c,0.59087473
14,28,17,3,a,1.2119457
14,28,17,3,b,3.3207242
14,28,17,3,c,0.5622078
14,28,18,1,a,0.6153774
14,28,18,1,b,3.2814074
14,28,18,1,c,0.12047556
14,28,18,2,a,0.42477822
14,28,18,2,b,1.1280607
14,28,18,2,c,0.19012815
14,28,18,3,a,0.45290568
14,28,18,3,b,2.8933926
14,28,18,3,c,0.15541495
14,28,19,1,a,0.4962626
14,28,19,1,b,3.5613363
14,28,19,1,c,0.051063634
14,28,19,2,a,0.35214218
14,28,19,2,b,1.9796706
14,28,19,2,c,-0.014519539
14,28,19,3,a,0.41745242
14,28,19,3,b,3.38712
14,28,19,3,c,0.05474709
14,28,20,1,a,0.90761155
14,28,20,1,b,7.231759
14,28,20,1,c,0.528124
14,28,20,2,a,0.8774902
14,28,20,2,b,3.69293
14,28,20,2,c,0.42778933
14,28,20,3,a,0.84525096
14,28,20,3,b,6.123074
14,28,20,3,c,0.47860125
14,28,21,1,a,1.243683
14,28,21,1,b,9.676172
14,28,21,1,c,0.35752395
14,28,21,2,a,0.7012368
14,28,21,2,b,4.2417974
14,28,21,2,c,0.091822
14,28,21,3,a,1.0756671
14,28,21,3,b,8.140147
14,28,21,3,c,0.21861821
14,29,1,1,a,0.54629236
14,29,1,1,b,0.029575177
14,29,1,1,c,0.5955851
14,29,1,2,a,0.66173595
14,29,1,2,b,0.27696297
14,29,1,2,c,0.48859313
14,29,1,3,a,0.64779896
14,29,1,3,b,0.30784735
14,29,1,3,c,0.5137652
14,29,2,1,a,5.9229918
14,29,2,1,b,7.4125347
14,29,2,1,c,0.86206126
14,29,2,2,a,5.1770697
14,29,2,2,b,7.7698145
14,29,2,2,c,0.8104656
14,29,2,3,a,4.603969
14,29,2,3,b,7.288319
14,29,2,3,c,0.695019
14,29,3,1,a,1.1616597
14,29,3,1,b,0.8133826
14,29,3,1,c,0.73730123
14,29,3,2,a,0.6549025
14,29,3,2,b,0.4610171
14,29,3,2,c,0.6794439
14,29,3,3,a,1.1012654
14,29,3,3,b,0.76827663
14,29,3,3,c,0.707439
14,29,4,1,a,2.2329793
14,29,4,1,b,1.5874392
14,29,4,1,c,0.6548976
14,29,4,2,a,1.5559175
14,29,4,2,b,1.3119832
14,29,4,2,c,0.52314776
14,29,4,3,a,1.384421
14,29,4,3,b,1.4855396
14,29,4,3,c,0.5649069
14,29,5,1,a,0.8675297
14,29,5,1,b,1.1112834
14,29,5,1,c,0.47725675
14,29,5,2,a,0.355119
14,29,5,2,b,0.84641457
14,29,5,2,c,0.42308486
14,29,5,3,a,0.6662681
14,29,5,3,b,0.7625627
14,29,5,3,c,0.47587678
14,29,6,1,a,0.9955149
14,29,6,1,b,0.849047
14,29,6,1,c,0.47637233
14,29,6,2,a,0.58657694
14,29,6,2,b,0.5574527
14,29,6,2,c,0.40484047
14,29,6,3,a,0.8229613
14,29,6,3,b,0.74149525
14,29,6,3,c,0.44185525
14,29,7,1,a,40.528122
14,29,7,1,b,-0.39833006
14,29,7,1,c,38.065704
14,29,7,2,a,46.96477
14,29,7,2,b,2.2310936
14,29,7,2,c,43.04146
14,29,7,3,a,40.878075
14,29,7,3,b,0.48276207
14,29,7,3,c,38.70574
14,29,8,1,a,37.46689
14,29,8,1,b,0.88647777
14,29,8,1,c,36.45113
14,29,8,2,a,44.35778
14,29,8,2,b,4.099549
14,29,8,2,c,41.700287
14,29,8,3,a,37.937305
14,29,8,3,b,1.5423907
14,29,8,3,c,37.274933
14,29,9,1,a,37.022182
14,29,9,1,b,-0.6023195
14,29,9,1,c,36.721256
14,29,9,2,a,42.35768
14,29,9,2,b,1.4413056
14,29,9,2,c,40.90196
14,29,9,3,a,37.51235
14,29,9,3,b,0.12389053
14,29,9,3,c,36.915966
14,29,10,1,a,5.591064
14,29,10,1,b,1.3693266
14,29,10,1,c,1.0292329
14,29,10,2,a,8.187238
14,29,10,2,b,3.0437384
14,29,10,2,c,1.0818208
14,29,10,3,a,5.1779814
14,29,10,3,b,1.7317675
14,29,10,3,c,0.7334475
14,29,11,1,a,0.75393033
14,29,11,1,b,0.5785379
14,29,11,1,c,0.6008738
14,29,11,2,a,0.5247311
14,29,11,2,b,-0.1586364
14,29,11,2,c,0.5291171
14,29,11,3,a,0.5608598
14,29,11,3,b,0.30459094
14,29,11,3,c,0.52992344
14,29,12,1,a,0.6320676
14,29,12,1,b,0.07500758
14,29,12,1,c,0.6045846
14,29,12,2,a,0.4202496
14,29,12,2,b,-0.07143646
14,29,12,2,c,0.45460933
14,29,12,3,a,0.7812217
14,29,12,3,b,0.18143386
14,29,12,3,c,0.51686275
14,29,13,1,a,0.6493029
14,29,13,1,b,0.080121174
14,29,13,1,c,0.39113775
14,29,13,2,a,0.60419244
14,29,13,2,b,-0.040716138
14,29,13,2,c,0.38074985
14,29,13,3,a,0.5684688
14,29,13,3,b,-0.11032314
14,29,13,3,c,0.322183
14,29,14,1,a,29.000036
14,29,14,1,b,1.0781015
14,29,14,1,c,20.218502
14,29,14,2,a,34.83876
14,29,14,2,b,3.2882411
14,29,14,2,c,23.738962
14,29,14,3,a,27.919329
14,29,14,3,b,1.7513609
14,29,14,3,c,19.988766
14,29,16,1,a,22.32981
14,29,16,1,b,0.91076976
14,29,16,1,c,2.1270685
14,29,16,2,a,17.73998
14,29,16,2,b,0.56165165
14,29,16,2,c,0.59773535
14,29,16,3,a,17.513369
14,29,16,3,b,0.9729309
14,29,16,3,c,1.328449
14,29,17,1,a,3.686427
14,29,17,1,b,0.068300165
14,29,17,1,c,0.78312194
14,29,17,2,a,4.5402107
14,29,17,2,b,1.1075543
14,29,17,2,c,0.9193398
14,29,17,3,a,2.6666224
14,29,17,3,b,0.102916226
14,29,17,3,c,0.66708255
14,29,18,1,a,0.45396104
14,29,18,1,b,0.055582266
14,29,18,1,c,0.29878137
14,29,18,2,a,-0.25711843
14,29,18,2,b,0.070542686
14,29,18,2,c,0.05408373
14,29,18,3,a,0.45192525
14,29,18,3,b,0.10722784
14,29,18,3,c,0.17271478
14,29,19,1,a,2.7452183
14,29,19,1,b,0.16043541
14,29,19,1,c,0.24266073
14,29,19,2,a,0.97939
14,29,19,2,b,0.20237309
14,29,19,2,c,0.07362981
14,29,19,3,a,1.9119728
14,29,19,3,b,0.18206501
14,29,19,3,c,0.1870719
14,29,20,1,a,1.0476508
14,29,20,1,b,-0.063342005
14,29,20,1,c,0.5528346
14,29,20,2,a,1.2616686
14,29,20,2,b,0.071738034
14,29,20,2,c,0.45104554
14,29,20,3,a,0.7843533
14,29,20,3,b,0.040109877
14,29,20,3,c,0.5200031
14,29,21,1,a,2.1481352
14,29,21,1,b,1.7208014
14,29,21,1,c,0.17924207
14,29,21,2,a,1.743783
14,29,21,2,b,0.9357734
14,29,21,2,c,0.10967633
14,29,21,3,a,1.3132441
14,29,21,3,b,1.3109747
14,29,21,3,c,0.16113669
14,32,1,1,a,1.4891385
14,32,1,1,b,6.760385
14,32,1,1,c,0.66870165
14,32,1,2,a,2.5112064
14,32,1,2,b,6.9624214
14,32,1,2,c,0.60695916
14,32,1,3,a,1.0899755
14,32,1,3,b,7.024569
14,32,1,3,c,0.6439262
14,32,2,1,a,12.225333
14,32,2,1,b,13.573204
14,32,2,1,c,1.2669871
14,32,2,2,a,13.824349
14,32,2,2,b,15.974984
14,32,2,2,c,1.1455101
14,32,2,3,a,10.333787
14,32,2,3,b,13.547006
14,32,2,3,c,1.1066852
14,32,3,1,a,1.9836875
14,32,3,1,b,1.6816465
14,32,3,1,c,0.7712508
14,32,3,2,a,1.9417894
14,32,3,2,b,0.8063236
14,32,3,2,c,0.68845993
14,32,3,3,a,1.3950065
14,32,3,3,b,1.6962625
14,32,3,3,c,0.6830628
14,32,4,1,a,7.866452
14,32,4,1,b,4.3278074
14,32,4,1,c,0.8325516
14,32,4,2,a,9.6660385
14,32,4,2,b,4.1765504
14,32,4,2,c,0.73156273
14,32,4,3,a,6.5903645
14,32,4,3,b,3.5924299
14,32,4,3,c,0.700143
14,32,5,1,a,2.2734933
14,32,5,1,b,2.3723674
14,32,5,1,c,0.49823433
14,32,5,2,a,2.4781663
14,32,5,2,b,2.0704803
14,32,5,2,c,0.40477005
14,32,5,3,a,1.7557738
14,32,5,3,b,1.7555146
14,32,5,3,c,0.4626337
14,32,6,1,a,2.9156787
14,32,6,1,b,1.9148834
14,32,6,1,c,0.5454389
14,32,6,2,a,2.5233305
14,32,6,2,b,1.6364853
14,32,6,2,c,0.5257869
14,32,6,3,a,2.0095365
14,32,6,3,b,1.5974294
14,32,6,3,c,0.54115105
14,32,7,1,a,22.238316
14,32,7,1,b,0.12940475
14,32,7,1,c,14.093888
14,32,7,2,a,30.881302
14,32,7,2,b,6.150665
14,32,7,2,c,20.137697
14,32,7,3,a,22.750664
14,32,7,3,b,1.4625255
14,32,7,3,c,15.198867
14,32,8,1,a,19.15975
14,32,8,1,b,2.8906062
14,32,8,1,c,12.273664
14,32,8,2,a,27.305872
14,32,8,2,b,10.028927
14,32,8,2,c,17.306868
14,32,8,3,a,18.52648
14,32,8,3,b,3.7725322
14,32,8,3,c,12.388611
14,32,9,1,a,16.42106
14,32,9,1,b,-0.47103027
14,32,9,1,c,13.574934
14,32,9,2,a,21.943178
14,32,9,2,b,3.064416
14,32,9,2,c,17.88527
14,32,9,3,a,16.371523
14,32,9,3,b,0.28581578
14,32,9,3,c,13.615352
14,32,10,1,a,10.679383
14,32,10,1,b,9.582374
14,32,10,1,c,1.4493295
14,32,10,2,a,14.131116
14,32,10,2,b,12.127901
14,32,10,2,c,1.8205858
14,32,10,3,a,9.885354
14,32,10,3,b,9.994354
14,32,10,3,c,1.2784213
14,32,11,1,a,5.203061
14,32,11,1,b,2.9386306
14,32,11,1,c,0.6999394
14,32,11,2,a,5.4476757
14,32,11,2,b,3.6134982
14,32,11,2,c,0.6652428
14,32,11,3,a,4.0661693
14,32,11,3,b,2.1592164
14,32,11,3,c,0.72886497
14,32,12,1,a,1.5450151
14,32,12,1,b,3.0320208
14,32,12,1,c,0.598305
14,32,12,2,a,2.2915347
14,32,12,2,b,4.1492023
14,32,12,2,c,0.6643008
14,32,12,3,a,1.7701669
14,32,12,3,b,2.8875616
14,32,12,3,c,0.650627
14,32,13,1,a,1.4661095
14,32,13,1,b,9.915122
14,32,13,1,c,0.6095443
14,32,13,2,a,1.5986847
14,32,13,2,b,5.2245464
14,32,13,2,c,0.6214887
14,32,13,3,a,0.97901034
14,32,13,3,b,7.555508
14,32,13,3,c,0.57294106
14,32,14,1,a,12.808415
14,32,14,1,b,4.081861
14,32,14,1,c,3.6759195
14,32,14,2,a,17.897112
14,32,14,2,b,9.755421
14,32,14,2,c,5.312237
14,32,14,3,a,11.1923
14,32,14,3,b,5.06141
14,32,14,3,c,3.744192
14,32,16,1,a,36.25574
14,32,16,1,b,10.205025
14,32,16,1,c,3.0764925
14,32,16,2,a,34.77757
14,32,16,2,b,12.003053
14,32,16,2,c,1.6546413
14,32,16,3,a,33.10581
14,32,16,3,b,9.579659
14,32,16,3,c,2.1151354
14,32,17,1,a,10.302818
14,32,17,1,b,14.6076355
14,32,17,1,c,0.4763886
14,32,17,2,a,13.038365
14,32,17,2,b,16.848745
14,32,17,2,c,0.9261791
14,32,17,3,a,8.892373
14,32,17,3,b,14.229236
14,32,17,3,c,0.59665847
14,32,18,1,a,4.6476545
14,32,18,1,b,2.9756918
14,32,18,1,c,0.4410944
14,32,18,2,a,6.425588
14,32,18,2,b,5.285564
14,32,18,2,c,0.3336425
14,32,18,3,a,5.050106
14,32,18,3,b,2.8746812
14,32,18,3,c,0.4090328
14,32,19,1,a,7.607943
14,32,19,1,b,4.7602654
14,32,19,1,c,0.33976862
14,32,19,2,a,9.3406725
14,32,19,2,b,7.7040477
14,32,19,2,c,0.2850019
14,32,19,3,a,7.220932
14,32,19,3,b,5.781559
14,32,19,3,c,0.38337436
14,32,20,1,a,7.4299335
14,32,20,1,b,10.498045
14,32,20,1,c,0.3586557
14,32,20,2,a,12.732194
14,32,20,2,b,13.814848
14,32,20,2,c,0.41409132
14,32,20,3,a,7.709858
14,32,20,3,b,11.213362
14,32,20,3,c,0.29083464
14,32,21,1,a,11.078033
14,32,21,1,b,13.663092
14,32,21,1,c,0.35706672
14,32,21,2,a,12.635089
14,32,21,2,b,13.200006
14,32,21,2,c,0.35020545
14,32,21,3,a,9.235415
14,32,21,3,b,13.385362
14,32,21,3,c,0.33114916
14,33,1,1,a,1.1509287
14,33,1,1,b,24.095669
14,33,1,1,c,0.52455115
14,33,1,2,a,1.0862765
14,33,1,2,b,16.101297
14,33,1,2,c,0.38446963
14,33,1,3,a,1.0668635
14,33,1,3,b,22.486258
14,33,1,3,c,0.43583342
14,33,2,1,a,16.246475
14,33,2,1,b,39.165546
14,33,2,1,c,3.1413584
14,33,2,2,a,15.3662615
14,33,2,2,b,31.60101
14,33,2,2,c,2.5050993
14,33,2,3,a,14.1677475
14,33,2,3,b,37.727676
14,33,2,3,c,2.8410025
14,33,3,1,a,1.7092291
14,33,3,1,b,26.431602
14,33,3,1,c,0.8106247
14,33,3,2,a,0.45222226
14,33,3,2,b,14.853365
14,33,3,2,c,0.5290827
14,33,3,3,a,1.0659692
14,33,3,3,b,24.667038
14,33,3,3,c,0.8309957
14,33,4,1,a,2.3389776
14,33,4,1,b,18.875013
14,33,4,1,c,0.6969548
14,33,4,2,a,1.6790859
14,33,4,2,b,8.761977
14,33,4,2,c,0.6357223
14,33,4,3,a,1.6356306
14,33,4,3,b,16.644283
14,33,4,3,c,0.6247424
14,33,5,1,a,0.5980475
14,33,5,1,b,18.63977
14,33,5,1,c,0.22692882
14,33,5,2,a,0.16417314
14,33,5,2,b,8.5119705
14,33,5,2,c,-0.06484165
14,33,5,3,a,0.42175442
14,33,5,3,b,16.696987
14,33,5,3,c,0.17506592
14,33,6,1,a,0.95041823
14,33,6,1,b,17.037083
14,33,6,1,c,0.60773724
14,33,6,2,a,0.7250427
14,33,6,2,b,9.240181
14,33,6,2,c,0.38836047
14,33,6,3,a,0.6962409
14,33,6,3,b,15.675582
14,33,6,3,c,0.5170122
14,33,7,1,a,64.383156
14,33,7,1,b,44.433224
14,33,7,1,c,58.63799
14,33,7,2,a,69.45607
14,33,7,2,b,42.83637
14,33,7,2,c,62.45016
14,33,7,3,a,64.37962
14,33,7,3,b,44.899395
14,33,7,3,c,59.783634
14,33,8,1,a,62.964653
14,33,8,1,b,43.031467
14,33,8,1,c,57.289726
14,33,8,2,a,69.27402
14,33,8,2,b,43.687138
14,33,8,2,c,61.973957
14,33,8,3,a,62.70866
14,33,8,3,b,43.06895
14,33,8,3,c,58.369072
14,33,9,1,a,66.007515
14,33,9,1,b,47.83227
14,33,9,1,c,59.69336
14,33,9,2,a,71.72076
14,33,9,2,b,46.162247
14,33,9,2,c,62.9785
14,33,9,3,a,66.347305
14,33,9,3,b,48.554874
14,33,9,3,c,60.9228
14,33,10,1,a,17.898685
14,33,10,1,b,41.91498
14,33,10,1,c,4.6584864
14,33,10,2,a,19.476933
14,33,10,2,b,39.393726
14,33,10,2,c,5.330885
14,33,10,3,a,17.108387
14,33,10,3,b,42.748512
14,33,10,3,c,4.6884766
14,33,11,1,a,2.0189679
14,33,11,1,b,13.613036
14,33,11,1,c,0.45380992
14,33,11,2,a,1.155895
14,33,11,2,b,7.7108526
14,33,11,2,c,0.24251243
14,33,11,3,a,1.5824915
14,33,11,3,b,12.573757
14,33,11,3,c,0.41943333
14,33,12,1,a,0.7993033
14,33,12,1,b,13.4283495
14,33,12,1,c,0.3145789
14,33,12,2,a,0.7321398
14,33,12,2,b,8.540165
14,33,12,2,c,0.34447125
14,33,12,3,a,0.85109895
14,33,12,3,b,12.489326
14,33,12,3,c,0.38122907
14,33,13,1,a,0.61296743
14,33,13,1,b,26.839684
14,33,13,1,c,0.46426633
14,33,13,2,a,0.27123058
14,33,13,2,b,17.47078
14,33,13,2,c,0.27904114
14,33,13,3,a,0.18155062
14,33,13,3,b,24.464071
14,33,13,3,c,0.30085525
14,33,14,1,a,61.300724
14,33,14,1,b,45.031815
14,33,14,1,c,49.95888
14,33,14,2,a,67.03796
14,33,14,2,b,43.205658
14,33,14,2,c,53.617435
14,33,14,3,a,60.087055
14,33,14,3,b,44.938263
14,33,14,3,c,49.95487
14,33,16,1,a,50.035126
14,33,16,1,b,48.263355
14,33,16,1,c,5.415555
14,33,16,2,a,45.782845
14,33,16,2,b,41.63439
14,33,16,2,c,3.0172749
14,33,16,3,a,44.5329
14,33,16,3,b,46.676247
14,33,16,3,c,4.6338873
14,33,17,1,a,8.839351
14,33,17,1,b,23.470518
14,33,17,1,c,1.3801585
14,33,17,2,a,9.230067
14,33,17,2,b,17.22339
14,33,17,2,c,1.3404666
14,33,17,3,a,7.4701223
14,33,17,3,b,22.111338
14,33,17,3,c,1.2717501
14,33,18,1,a,2.3782644
14,33,18,1,b,17.000673
14,33,18,1,c,0.3676367
14,33,18,2,a,2.4127355
14,33,18,2,b,10.33966
14,33,18,2,c,0.48361823
14,33,18,3,a,2.3063831
14,33,18,3,b,15.988969
14,33,18,3,c,0.3550958
14,33,19,1,a,5.7259808
14,33,19,1,b,18.321995
14,33,19,1,c,-0.08117423
14,33,19,2,a,4.9946084
14,33,19,2,b,12.088998
14,33,19,2,c,-0.17674583
14,33,19,3,a,4.9983573
14,33,19,3,b,17.839064
14,33,19,3,c,-0.2417048
14,33,20,1,a,3.3061066
14,33,20,1,b,24.74352
14,33,20,1,c,0.82120657
14,33,20,2,a,4.2515106
14,33,20,2,b,16.562557
14,33,20,2,c,0.64717495
14,33,20,3,a,3.4313033
14,33,20,3,b,23.894777
14,33,20,3,c,0.72445947
14,33,21,1,a,7.9718013
14,33,21,1,b,38.60835
14,33,21,1,c,0.5894093
14,33,21,2,a,6.2817497
14,33,21,2,b,27.574118
14,33,21,2,c,0.2446311
14,33,21,3,a,6.744865
14,33,21,3,b,36.446968
14,33,21,3,c,0.49265707
14,34,1,1,a,0.43683183
14,34,1,1,b,0.39572743
14,34,1,1,c,0.34437728
14,34,1,2,a,0.40778783
14,34,1,2,b,0.43614832
14,34,1,2,c,0.28764918
14,34,1,3,a,0.49469674
14,34,1,3,b,0.38332888
14,34,1,3,c,0.28918013
14,34,2,1,a,0.97221833
14,34,2,1,b,2.1966534
14,34,2,1,c,0.45078167
