Amine,Bromide,Catalyst,Solvent,Base,yield
18,5,14,2,b,23.465195
18,5,16,2,b,29.889666
18,5,18,2,b,34.852802
18,5,19,2,b,35.517242
18,5,20,2,b,52.685337
18,9,1,2,b,1.9938513
18,9,2,2,b,1.9908113
18,9,3,2,b,0.5170421
18,9,4,2,b,0.81191725
18,9,5,2,b,0.81263
18,9,6,2,b,0.89529693
18,9,7,2,b,8.189403
18,9,9,2,b,4.3523884
18,9,13,2,b,1.2276963
18,9,14,2,b,9.699876
18,9,16,2,b,8.821449
18,9,18,2,b,0.83052784
18,9,19,2,b,1.0424759
18,9,20,2,b,1.0247916
18,12,1,2,b,55.579445
18,12,2,2,b,48.21851
18,12,3,2,b,18.355368
18,12,4,2,b,40.230618
18,12,5,2,b,40.9173
18,12,6,2,b,26.642332
18,12,7,2,b,30.406948
18,12,9,2,b,28.62402
18,12,13,2,b,53.789948
18,12,14,2,b,42.933254
18,12,16,2,b,38.573803
18,12,18,2,b,55.588238
18,12,19,2,b,55.197994
18,12,20,2,b,74.057556
18,13,1,2,b,49.51404
18,13,2,2,b,52.779224
18,13,3,2,b,14.161925
18,13,4,2,b,33.308083
18,13,5,2,b,33.657772
18,13,6,2,b,26.162971
18,13,7,2,b,27.418032
18,13,9,2,b,22.56268
18,13,13,2,b,55.035084
18,13,14,2,b,38.26479
18,13,16,2,b,42.32319
18,13,18,2,b,58.499542
18,13,19,2,b,54.66445
18,13,20,2,b,68.96561
18,14,1,2,b,30.918236
18,14,2,2,b,41.605373
18,14,3,2,b,4.8601294
18,14,4,2,b,15.492987
18,14,5,2,b,17.4813
18,14,6,2,b,9.805955
18,14,7,2,b,38.76096
18,14,9,2,b,34.979572
18,14,13,2,b,23.381992
18,14,14,2,b,47.107548
18,14,16,2,b,35.003426
18,14,18,2,b,35.76165
18,14,19,2,b,36.651108
18,14,20,2,b,44.702774
18,16,1,2,b,66.728836
18,16,2,2,b,75.82497
18,16,3,2,b,47.888107
18,16,4,2,b,57.69546
18,16,5,2,b,60.38267
18,16,6,2,b,41.119823
18,16,7,2,b,65.731834
18,16,9,2,b,64.14742
18,16,13,2,b,69.77957
18,16,14,2,b,69.067924
18,16,16,2,b,61.239876
18,16,18,2,b,61.21643
18,16,19,2,b,61.677414
18,16,20,2,b,79.80736
18,17,1,2,b,29.77084
18,17,2,2,b,39.03165
18,17,3,2,b,2.0836413
18,17,4,2,b,10.772549
18,17,5,2,b,16.312784
18,17,6,2,b,6.9783964
18,17,7,2,b,49.921436
18,17,9,2,b,43.31219
18,17,13,2,b,17.115267
18,17,14,2,b,54.99179
18,17,16,2,b,24.379124
18,17,18,2,b,26.016895
18,17,19,2,b,24.12156
18,17,20,2,b,31.208336
18,18,1,2,b,51.939404
18,18,2,2,b,52.462833
18,18,3,2,b,16.084366
18,18,4,2,b,31.941328
18,18,5,2,b,37.239853
18,18,6,2,b,16.08101
18,18,7,2,b,35.846626
18,18,9,2,b,33.293667
18,18,13,2,b,51.990498
18,18,14,2,b,44.377293
18,18,16,2,b,33.91042
18,18,18,2,b,43.23492
18,18,19,2,b,46.190865
18,18,20,2,b,64.58634
18,19,1,2,b,1.1900316
18,19,2,2,b,3.9060163
18,19,3,2,b,0.87671083
18,19,4,2,b,1.1135782
18,19,5,2,b,0.9562407
18,19,6,2,b,0.733241
18,19,7,2,b,4.3249297
18,19,9,2,b,2.9857066
18,19,13,2,b,0.61200446
18,19,14,2,b,5.871583
18,19,16,2,b,1.6180499
18,19,18,2,b,0.53480554
18,19,19,2,b,0.69771737
18,19,20,2,b,1.2355924
18,20,1,2,b,2.3259351
18,20,2,2,b,4.391797
18,20,3,2,b,0.46199495
18,20,4,2,b,2.1309688
18,20,5,2,b,1.4657183
18,20,6,2,b,0.48604217
18,20,7,2,b,9.96671
18,20,9,2,b,8.531083
18,20,13,2,b,0.4073496
18,20,14,2,b,10.469444
18,20,16,2,b,-0.105925225
18,20,18,2,b,0.83158314
18,20,19,2,b,1.3785949
18,20,20,2,b,4.6837497
18,23,1,2,b,57.299408
18,23,2,2,b,59.19782
18,23,3,2,b,22.645548
18,23,4,2,b,37.349167
18,23,5,2,b,41.09113
18,23,6,2,b,29.723537
18,23,7,2,b,35.789703
18,23,9,2,b,37.759502
18,23,13,2,b,64.7165
18,23,14,2,b,49.954216
18,23,16,2,b,48.575577
18,23,18,2,b,60.899235
18,23,19,2,b,61.137596
18,23,20,2,b,75.34596
18,25,1,2,b,1.5110205
18,25,2,2,b,2.8822148
18,25,3,2,b,0.17456353
18,25,4,2,b,0.22479188
18,25,5,2,b,0.548368
18,25,6,2,b,0.1280741
18,25,7,2,b,41.624832
18,25,9,2,b,36.0789
18,25,13,2,b,0.0024395564
18,25,14,2,b,34.43928
18,25,16,2,b,2.2066283
18,25,18,2,b,0.06992711
18,25,19,2,b,0.49969938
18,25,20,2,b,-0.6688624
18,28,1,2,b,4.7315583
18,28,2,2,b,15.682326
18,28,3,2,b,8.399852
18,28,4,2,b,5.854957
18,28,5,2,b,4.340175
18,28,6,2,b,3.2291486
18,28,7,2,b,11.170421
18,28,9,2,b,11.37636
18,28,13,2,b,5.6843357
18,28,14,2,b,12.355031
18,28,16,2,b,9.438601
18,28,18,2,b,2.594836
18,28,19,2,b,3.9069471
18,28,20,2,b,12.452436
18,29,1,2,b,9.2851
18,29,2,2,b,15.809412
18,29,3,2,b,2.83455
18,29,4,2,b,8.69489
18,29,5,2,b,5.5200872
18,29,6,2,b,2.8066037
18,29,7,2,b,13.743615
18,29,9,2,b,9.530115
18,29,13,2,b,3.980411
18,29,14,2,b,13.50113
18,29,16,2,b,3.3970118
18,29,18,2,b,4.870392
18,29,19,2,b,8.546746
18,29,20,2,b,17.885513
18,32,1,2,b,40.131355
18,32,2,2,b,42.577145
18,32,3,2,b,14.332781
18,32,4,2,b,30.436136
18,32,5,2,b,25.057083
18,32,6,2,b,14.234423
18,32,7,2,b,24.227892
18,32,9,2,b,17.913849
18,32,13,2,b,36.31989
18,32,14,2,b,30.885143
18,32,16,2,b,29.256323
18,32,18,2,b,34.196857
18,32,19,2,b,39.5424
18,32,20,2,b,57.463436
18,33,1,2,b,40.2008
18,33,2,2,b,53.117256
18,33,3,2,b,36.634243
18,33,4,2,b,31.620913
18,33,5,2,b,30.582682
18,33,6,2,b,22.651354
18,33,7,2,b,58.794605
18,33,9,2,b,59.953068
18,33,13,2,b,38.352222
18,33,14,2,b,59.943947
18,33,16,2,b,52.777546
18,33,18,2,b,28.632906
18,33,19,2,b,31.216047
18,33,20,2,b,45.037075
18,34,1,2,b,3.8272064
18,34,2,2,b,5.70034
18,34,3,2,b,0.10807329
18,34,4,2,b,0.7050004
18,34,5,2,b,1.6754227
18,34,6,2,b,0.26091847
18,34,7,2,b,26.509987
18,34,9,2,b,23.915262
18,34,13,2,b,1.3971033
18,34,14,2,b,25.032064
18,34,16,2,b,4.662614
18,34,18,2,b,1.4573716
18,34,19,2,b,1.6724187
18,34,20,2,b,1.7785451
18,35,1,2,b,2.682571
18,35,2,2,b,5.1068287
18,35,3,2,b,0.1350889
18,35,4,2,b,1.4042331
18,35,5,2,b,1.206022
18,35,6,2,b,0.57874626
18,35,7,2,b,10.286324
18,35,9,2,b,7.2255893
18,35,13,2,b,1.0707002
18,35,14,2,b,13.852169
18,35,16,2,b,3.7503648
18,35,18,2,b,1.0488738
18,35,19,2,b,1.2326363
18,35,20,2,b,2.952643
18,36,1,2,b,1.0649694
18,36,2,2,b,2.4263735
18,36,3,2,b,0.19753882
18,36,4,2,b,0.67903596
18,36,5,2,b,0.35214284
18,36,6,2,b,0.31542954
18,36,7,2,b,5.309081
18,36,9,2,b,3.4381454
18,36,13,2,b,0.5993038
18,36,14,2,b,8.118633
18,36,16,2,b,1.745257
18,36,18,2,b,0.16938351
18,36,19,2,b,0.47807172
18,36,20,2,b,-0.33812392
18,37,1,2,b,2.3478854
18,37,2,2,b,3.016795
18,37,3,2,b,0.121074766
18,37,4,2,b,1.6205449
18,37,5,2,b,0.47312963
18,37,6,2,b,0.62974215
18,37,7,2,b,7.9327846
18,37,9,2,b,4.8473296
18,37,13,2,b,1.3165357
18,37,14,2,b,11.401775
18,37,16,2,b,4.130092
18,37,18,2,b,1.0517207
18,37,19,2,b,1.0730695
18,37,20,2,b,3.66036
18,41,1,2,b,59.733456
18,41,2,2,b,54.692257
18,41,3,2,b,25.726833
18,41,4,2,b,39.344864
18,41,5,2,b,48.13056
18,41,6,2,b,29.63123
18,41,7,2,b,50.810307
18,41,9,2,b,50.42537
18,41,13,2,b,61.45792
18,41,14,2,b,59.600063
18,41,16,2,b,49.733524
18,41,18,2,b,49.845097
18,41,19,2,b,50.998566
18,41,20,2,b,75.24195
18,44,1,2,b,1.3252958
18,44,2,2,b,4.0808277
18,44,3,2,b,0.40322453
18,44,4,2,b,0.36195695
18,44,5,2,b,0.25219494
18,44,6,2,b,0.92534214
18,44,7,2,b,5.133268
18,44,9,2,b,4.8000607
18,44,13,2,b,1.7404962
18,44,14,2,b,9.916406
18,44,16,2,b,5.7213297
18,44,18,2,b,1.2585928
18,44,19,2,b,2.206375
18,44,20,2,b,2.8787282
18,48,1,2,b,10.783248
18,48,2,2,b,16.758848
18,48,3,2,b,6.3148613
18,48,4,2,b,15.569548
18,48,5,2,b,7.661435
18,48,6,2,b,4.7072
18,48,7,2,b,6.342608
18,48,9,2,b,3.4857128
18,48,13,2,b,12.041865
18,48,14,2,b,6.812463
18,48,16,2,b,6.9760427
18,48,18,2,b,6.1349297
18,48,19,2,b,11.759239
18,48,20,2,b,26.783928
19,2,1,2,b,64.75975
19,2,2,2,b,74.99784
19,2,3,2,b,15.271129
19,2,4,2,b,37.5004
19,2,5,2,b,52.273586
19,2,6,2,b,29.894861
19,2,7,2,b,43.685238
19,2,9,2,b,42.58498
19,2,13,2,b,68.63085
19,2,14,2,b,58.475456
19,2,16,2,b,58.771336
19,2,18,2,b,79.345695
19,2,19,2,b,72.13612
19,2,20,2,b,77.79228
19,3,1,2,b,11.271418
19,3,2,2,b,20.627363
19,3,3,2,b,-0.0600706
19,3,4,2,b,6.5358014
19,3,5,2,b,6.7379184
19,3,6,2,b,2.1602168
19,3,7,2,b,13.284502
19,3,9,2,b,9.460868
19,3,13,2,b,10.991737
19,3,14,2,b,14.075465
19,3,16,2,b,13.108323
19,3,18,2,b,16.287092
19,3,19,2,b,14.74745
19,3,20,2,b,20.573025
19,5,1,2,b,42.530663
19,5,2,2,b,42.250538
19,5,3,2,b,11.439017
19,5,4,2,b,24.792929
19,5,5,2,b,29.086681
19,5,6,2,b,20.950037
19,5,7,2,b,17.733976
19,5,9,2,b,18.354856
19,5,13,2,b,53.901352
19,5,14,2,b,31.172764
19,5,16,2,b,44.18033
19,5,18,2,b,53.470257
19,5,19,2,b,49.77792
19,5,20,2,b,61.344734
19,9,1,2,b,4.402615
19,9,2,2,b,7.9696345
19,9,3,2,b,0.57546705
19,9,4,2,b,1.7518188
19,9,5,2,b,2.1977098
19,9,6,2,b,1.8644774
19,9,7,2,b,9.265761
19,9,9,2,b,5.311887
19,9,13,2,b,2.643178
19,9,14,2,b,18.51105
19,9,16,2,b,12.320281
19,9,18,2,b,3.6157334
19,9,19,2,b,3.1288433
19,9,20,2,b,4.835474
19,12,1,2,b,62.531292
19,12,2,2,b,60.682426
19,12,3,2,b,18.7079
19,12,4,2,b,41.233536
19,12,5,2,b,46.565056
19,12,6,2,b,30.007055
19,12,7,2,b,33.069725
19,12,9,2,b,33.733578
19,12,13,2,b,67.59817
19,12,14,2,b,49.99023
19,12,16,2,b,50.209373
19,12,18,2,b,69.48536
19,12,19,2,b,66.48891
19,12,20,2,b,80.633484
19,13,1,2,b,59.02505
19,13,2,2,b,67.077995
19,13,3,2,b,16.727114
19,13,4,2,b,37.626347
19,13,5,2,b,43.550064
19,13,6,2,b,30.23505
19,13,7,2,b,34.5452
19,13,9,2,b,32.183804
19,13,13,2,b,66.1935
19,13,14,2,b,49.36883
19,13,16,2,b,57.312386
19,13,18,2,b,73.7397
19,13,19,2,b,68.54151
19,13,20,2,b,77.1168
19,14,1,2,b,44.124805
19,14,2,2,b,60.16605
19,14,3,2,b,7.768596
19,14,4,2,b,21.304684
19,14,5,2,b,28.825224
19,14,6,2,b,14.996932
19,14,7,2,b,53.41084
19,14,9,2,b,51.171185
19,14,13,2,b,42.998592
19,14,14,2,b,63.29643
19,14,16,2,b,57.774967
19,14,18,2,b,57.338165
19,14,19,2,b,54.751564
19,14,20,2,b,58.265656
19,16,1,2,b,74.34576
19,16,2,2,b,85.43404
19,16,3,2,b,44.664837
19,16,4,2,b,56.71162
19,16,5,2,b,63.973553
19,16,6,2,b,42.959682
19,16,7,2,b,71.811195
19,16,9,2,b,72.36487
19,16,13,2,b,84.041016
19,16,14,2,b,77.916595
19,16,16,2,b,71.27188
19,16,18,2,b,71.64832
19,16,19,2,b,68.99199
19,16,20,2,b,86.657974
19,17,1,2,b,31.129528
19,17,2,2,b,50.792866
19,17,3,2,b,1.1371529
19,17,4,2,b,12.766423
19,17,5,2,b,19.48835
19,17,6,2,b,7.3299856
19,17,7,2,b,50.11844
19,17,9,2,b,42.80926
19,17,13,2,b,27.11407
19,17,14,2,b,58.096577
19,17,16,2,b,36.225628
19,17,18,2,b,37.884186
19,17,19,2,b,34.411407
19,17,20,2,b,39.0981
19,18,1,2,b,54.82156
19,18,2,2,b,60.44526
19,18,3,2,b,14.061171
19,18,4,2,b,31.315304
19,18,5,2,b,39.919147
19,18,6,2,b,17.835905
19,18,7,2,b,39.79829
19,18,9,2,b,39.514236
19,18,13,2,b,62.652325
19,18,14,2,b,52.739037
19,18,16,2,b,43.048397
19,18,18,2,b,52.731983
19,18,19,2,b,51.955647
19,18,20,2,b,70.189224
19,19,1,2,b,2.0328896
19,19,2,2,b,8.60443
19,19,3,2,b,0.04586125
19,19,4,2,b,1.17163
19,19,5,2,b,0.9587342
19,19,6,2,b,0.8165801
19,19,7,2,b,4.7937183
19,19,9,2,b,3.0249128
19,19,13,2,b,0.86885875
19,19,14,2,b,7.1988626
19,19,16,2,b,4.31614
19,19,18,2,b,1.5592184
19,19,19,2,b,1.3278658
19,19,20,2,b,2.3777156
19,20,1,2,b,6.6982307
19,20,2,2,b,13.172477
19,20,3,2,b,-0.17072833
19,20,4,2,b,3.3338673
19,20,5,2,b,4.10828
19,20,6,2,b,1.1048834
19,20,7,2,b,12.276758
19,20,9,2,b,10.568589
19,20,13,2,b,3.1386952
19,20,14,2,b,12.255064
19,20,16,2,b,5.531873
19,20,18,2,b,5.310525
19,20,19,2,b,6.8884606
19,20,20,2,b,11.580269
19,23,1,2,b,65.26605
19,23,2,2,b,71.88011
19,23,3,2,b,23.849146
19,23,4,2,b,39.040257
19,23,5,2,b,48.897354
19,23,6,2,b,33.36334
19,23,7,2,b,46.42953
19,23,9,2,b,51.655876
19,23,13,2,b,76.134476
19,23,14,2,b,63.24183
19,23,16,2,b,64.055176
19,23,18,2,b,74.96669
19,23,19,2,b,72.38604
19,23,20,2,b,83.55223
19,25,1,2,b,2.6273654
19,25,2,2,b,9.394674
19,25,3,2,b,-0.5238764
19,25,4,2,b,-0.18077163
19,25,5,2,b,0.84485316
19,25,6,2,b,-0.638845
19,25,7,2,b,51.511005
19,25,9,2,b,48.536873
19,25,13,2,b,-0.17954272
19,25,14,2,b,49.272064
19,25,16,2,b,7.9925413
19,25,18,2,b,1.8295983
19,25,19,2,b,1.0882863
19,25,20,2,b,0.36475766
19,28,1,2,b,7.7414737
19,28,2,2,b,20.184725
19,28,3,2,b,8.961317
19,28,4,2,b,6.207641
19,28,5,2,b,5.848327
19,28,6,2,b,4.56254
19,28,7,2,b,18.814133
19,28,9,2,b,20.825905
19,28,13,2,b,10.042914
19,28,14,2,b,21.240664
19,28,16,2,b,20.033407
19,28,18,2,b,4.715769
19,28,19,2,b,7.257218
19,28,20,2,b,14.363253
19,29,1,2,b,14.445026
19,29,2,2,b,24.60481
19,29,3,2,b,2.4330704
19,29,4,2,b,10.525802
19,29,5,2,b,8.9211445
19,29,6,2,b,3.3514674
19,29,7,2,b,15.371331
19,29,9,2,b,10.294293
19,29,13,2,b,11.255654
19,29,14,2,b,15.068511
19,29,16,2,b,11.457744
19,29,18,2,b,14.720834
19,29,19,2,b,17.520685
19,29,20,2,b,24.701906
19,32,1,2,b,47.46101
19,32,2,2,b,53.66818
19,32,3,2,b,12.064143
19,32,4,2,b,31.263502
19,32,5,2,b,31.506704
19,32,6,2,b,17.09094
19,32,7,2,b,25.124294
19,32,9,2,b,19.30381
19,32,13,2,b,52.379803
19,32,14,2,b,35.48361
19,32,16,2,b,40.035057
19,32,18,2,b,49.511986
19,32,19,2,b,49.85894
19,32,20,2,b,63.657494
19,33,1,2,b,50.622875
19,33,2,2,b,62.215145
19,33,3,2,b,33.21046
19,33,4,2,b,31.114454
19,33,5,2,b,36.026897
19,33,6,2,b,27.539383
19,33,7,2,b,73.04458
19,33,9,2,b,75.51057
19,33,13,2,b,54.969997
19,33,14,2,b,77.981606
19,33,16,2,b,71.690735
19,33,18,2,b,45.127823
19,33,19,2,b,43.626205
19,33,20,2,b,52.72076
19,34,1,2,b,8.851574
19,34,2,2,b,16.08327
19,34,3,2,b,-0.5807961
19,34,4,2,b,1.361136
19,34,5,2,b,4.9963675
19,34,6,2,b,0.96150976
19,34,7,2,b,29.861113
19,34,9,2,b,27.38767
19,34,13,2,b,4.134095
19,34,14,2,b,31.543785
19,34,16,2,b,12.102466
19,34,18,2,b,6.7478123
19,34,19,2,b,5.8040557
19,34,20,2,b,7.3764553
19,35,1,2,b,7.5778575
19,35,2,2,b,14.935829
19,35,3,2,b,-0.75415826
19,35,4,2,b,2.3865588
19,35,5,2,b,3.2901852
19,35,6,2,b,0.90171355
19,35,7,2,b,12.307177
19,35,9,2,b,8.906842
19,35,13,2,b,3.6653578
19,35,14,2,b,16.700567
19,35,16,2,b,10.45855
19,35,18,2,b,7.0573816
19,35,19,2,b,6.1157937
19,35,20,2,b,10.384751
19,36,1,2,b,2.8060226
19,36,2,2,b,9.03831
19,36,3,2,b,-0.5494784
19,36,4,2,b,0.6910632
19,36,5,2,b,1.1028177
19,36,6,2,b,0.07196865
19,36,7,2,b,6.6023474
19,36,9,2,b,4.6892657
19,36,13,2,b,0.7974808
19,36,14,2,b,9.849822
19,36,16,2,b,4.8857646
19,36,18,2,b,1.9807732
19,36,19,2,b,1.2674147
19,36,20,2,b,1.5418794
19,37,1,2,b,7.219566
19,37,2,2,b,11.959956
19,37,3,2,b,-0.47835845
19,37,4,2,b,3.1830022
19,37,5,2,b,2.9643855
19,37,6,2,b,1.5195612
19,37,7,2,b,9.911312
19,37,9,2,b,6.7330685
19,37,13,2,b,4.25577
19,37,14,2,b,15.483903
19,37,16,2,b,10.761919
19,37,18,2,b,7.879318
19,37,19,2,b,5.984375
19,37,20,2,b,12.310392
19,41,1,2,b,70.31963
19,41,2,2,b,69.415405
19,41,3,2,b,26.107725
19,41,4,2,b,40.14808
19,41,5,2,b,56.07401
19,41,6,2,b,34.259068
19,41,7,2,b,59.43156
19,41,9,2,b,62.517643
19,41,13,2,b,80.8792
19,41,14,2,b,72.51756
19,41,16,2,b,65.57501
19,41,18,2,b,66.84842
19,41,19,2,b,64.09836
19,41,20,2,b,83.979774
19,44,1,2,b,5.0574493
19,44,2,2,b,11.671745
19,44,3,2,b,0.7553356
19,44,4,2,b,0.3729073
19,44,5,2,b,1.7341706
19,44,6,2,b,1.7990448
19,44,7,2,b,11.292108
19,44,9,2,b,12.782954
19,44,13,2,b,4.1418233
19,44,14,2,b,21.542788
19,44,16,2,b,14.267084
19,44,18,2,b,7.115884
19,44,19,2,b,5.5796504
19,44,20,2,b,6.377279
19,48,1,2,b,14.516076
19,48,2,2,b,22.86237
19,48,3,2,b,4.718642
19,48,4,2,b,16.326492
19,48,5,2,b,8.806493
19,48,6,2,b,5.179841
19,48,7,2,b,4.8737226
19,48,9,2,b,1.1090332
19,48,13,2,b,20.298185
19,48,14,2,b,7.144611
19,48,16,2,b,14.058465
19,48,18,2,b,17.560966
19,48,19,2,b,18.430593
19,48,20,2,b,31.859108
20,2,1,2,b,17.36817
20,2,2,2,b,30.17317
20,2,3,2,b,0.41025463
20,2,4,2,b,11.059804
20,2,5,2,b,10.878729
20,2,6,2,b,3.256384
20,2,7,2,b,37.61357
20,2,9,2,b,31.265398
20,2,13,2,b,11.300997
20,2,14,2,b,39.201775
20,2,16,2,b,16.11705
20,2,18,2,b,18.91612
20,2,19,2,b,20.255709
20,2,20,2,b,28.709957
20,3,1,2,b,1.3363488
20,3,2,2,b,3.7971797
20,3,3,2,b,0.5190826
20,3,4,2,b,0.90583956
20,3,5,2,b,0.61253977
20,3,6,2,b,0.3139567
20,3,7,2,b,14.042354
20,3,9,2,b,11.897541
20,3,13,2,b,0.28721654
20,3,14,2,b,15.972389
20,3,16,2,b,0.37224117
20,3,18,2,b,0.12181895
20,3,19,2,b,0.8188068
20,3,20,2,b,0.5312426
20,5,1,2,b,7.74559
20,5,2,2,b,11.021571
20,5,3,2,b,2.1006753
20,5,4,2,b,5.732584
20,5,5,2,b,1.3227994
20,5,6,2,b,1.5249146
20,5,7,2,b,12.765113
20,5,9,2,b,9.326703
20,5,13,2,b,4.5811896
20,5,14,2,b,20.026613
20,5,16,2,b,8.400764
20,5,18,2,b,5.88136
20,5,19,2,b,8.075598
20,5,20,2,b,18.087385
20,9,1,2,b,1.0349616
20,9,2,2,b,0.69263524
20,9,3,2,b,0.4919438
20,9,4,2,b,0.6969296
20,9,5,2,b,0.3916451
20,9,6,2,b,0.398828
20,9,7,2,b,6.7581177
20,9,9,2,b,3.9501953
20,9,13,2,b,0.21592182
20,9,14,2,b,8.230249
20,9,16,2,b,3.3434932
20,9,18,2,b,0.12674667
20,9,19,2,b,0.47416684
20,9,20,2,b,-0.10743403
20,12,1,2,b,21.255726
20,12,2,2,b,22.681458
20,12,3,2,b,4.626485
20,12,4,2,b,16.490152
20,12,5,2,b,11.163172
20,12,6,2,b,6.382821
20,12,7,2,b,38.882275
20,12,9,2,b,32.848408
20,12,13,2,b,12.242796
20,12,14,2,b,42.920074
20,12,16,2,b,14.38379
20,12,18,2,b,17.472422
20,12,19,2,b,20.186117
20,12,20,2,b,35.327354
20,13,1,2,b,21.905764
20,13,2,2,b,31.053013
20,13,3,2,b,3.8468988
20,13,4,2,b,15.745663
20,13,5,2,b,9.509074
20,13,6,2,b,7.6147733
20,13,7,2,b,29.847107
20,13,9,2,b,22.948782
20,13,13,2,b,17.11719
20,13,14,2,b,35.234726
20,13,16,2,b,19.591862
20,13,18,2,b,22.076841
20,13,19,2,b,25.193356
20,13,20,2,b,37.857212
20,14,1,2,b,8.13579
20,14,2,2,b,21.39391
20,14,3,2,b,0.44121435
20,14,4,2,b,2.8721943
20,14,5,2,b,1.7674451
20,14,6,2,b,1.073388
20,14,7,2,b,36.55484
20,14,9,2,b,32.431744
20,14,13,2,b,3.137971
20,14,14,2,b,43.68306
20,14,16,2,b,13.48181
20,14,18,2,b,7.1782064
20,14,19,2,b,8.537431
20,14,20,2,b,13.446259
20,16,1,2,b,37.584393
20,16,2,2,b,50.466774
20,16,3,2,b,22.304121
20,16,4,2,b,29.39309
20,16,5,2,b,26.019873
20,16,6,2,b,14.625938
20,16,7,2,b,67.73905
20,16,9,2,b,63.725117
20,16,13,2,b,29.562748
20,16,14,2,b,65.85886
20,16,16,2,b,36.63442
20,16,18,2,b,25.48827
20,16,19,2,b,29.901278
20,16,20,2,b,43.812275
20,17,1,2,b,11.565669
20,17,2,2,b,24.634598
20,17,3,2,b,0.18898542
20,17,4,2,b,2.5640562
20,17,5,2,b,4.2291737
20,17,6,2,b,1.4217116
20,17,7,2,b,64.06806
20,17,9,2,b,57.428932
20,17,13,2,b,3.163438
20,17,14,2,b,67.599174
20,17,16,2,b,11.7943535
20,17,18,2,b,6.307322
20,17,19,2,b,5.4425116
20,17,20,2,b,6.4303613
20,18,1,2,b,15.420524
20,18,2,2,b,24.169641
20,18,3,2,b,0.9708774
20,18,4,2,b,6.746876
20,18,5,2,b,7.2778187
20,18,6,2,b,1.4191355
20,18,7,2,b,55.10071
20,18,9,2,b,50.779327
20,18,13,2,b,7.369797
20,18,14,2,b,56.581417
20,18,16,2,b,10.694959
20,18,18,2,b,8.806293
20,18,19,2,b,10.322816
20,18,20,2,b,19.755486
20,19,1,2,b,0.6534726
20,19,2,2,b,1.7488711
20,19,3,2,b,0.821905
20,19,4,2,b,0.8310954
20,19,5,2,b,0.7192193
20,19,6,2,b,0.5483085
20,19,7,2,b,6.2777553
20,19,9,2,b,5.247105
20,19,13,2,b,0.3567536
20,19,14,2,b,8.798673
20,19,16,2,b,0.9818558
20,19,18,2,b,0.29746875
20,19,19,2,b,0.7040503
20,19,20,2,b,0.15928024
20,20,1,2,b,0.5616208
20,20,2,2,b,1.5644051
20,20,3,2,b,0.43105137
20,20,4,2,b,0.8910458
20,20,5,2,b,0.4024293
20,20,6,2,b,0.36140162
20,20,7,2,b,15.006207
20,20,9,2,b,14.081496
20,20,13,2,b,0.10361036
20,20,14,2,b,16.044706
20,20,16,2,b,-0.43231282
20,20,18,2,b,-0.11673153
20,20,19,2,b,0.40077344
20,20,20,2,b,-0.40816924
20,23,1,2,b,25.017456
20,23,2,2,b,33.83254
20,23,3,2,b,7.7186065
20,23,4,2,b,17.150625
20,23,5,2,b,11.936572
20,23,6,2,b,7.9937706
20,23,7,2,b,38.907814
20,23,9,2,b,36.00382
20,23,13,2,b,20.694822
20,23,14,2,b,44.814552
20,23,16,2,b,22.862736
20,23,18,2,b,22.444487
20,23,19,2,b,29.29412
20,23,20,2,b,39.19658
20,25,1,2,b,1.2608737
20,25,2,2,b,1.595341
20,25,3,2,b,0.034735665
20,25,4,2,b,0.3002651
20,25,5,2,b,0.2320015
20,25,6,2,b,0.17055158
20,25,7,2,b,42.537857
20,25,9,2,b,35.68006
20,25,13,2,b,0.19097741
20,25,14,2,b,36.00797
20,25,16,2,b,1.7169138
20,25,18,2,b,0.10779027
20,25,19,2,b,0.16467263
20,25,20,2,b,-0.8636911
20,28,1,2,b,1.0942651
20,28,2,2,b,5.142856
20,28,3,2,b,2.5868444
20,28,4,2,b,1.6032716
20,28,5,2,b,0.98393303
20,28,6,2,b,1.0017442
20,28,7,2,b,14.009414
20,28,9,2,b,13.28135
20,28,13,2,b,1.377755
20,28,14,2,b,15.3336525
20,28,16,2,b,1.283774
20,28,18,2,b,0.9512798
20,28,19,2,b,1.059202
20,28,20,2,b,2.274225
20,29,1,2,b,1.842833
20,29,2,2,b,6.768244
20,29,3,2,b,1.259121
20,29,4,2,b,1.9098309
20,29,5,2,b,1.2023478
20,29,6,2,b,0.892512
20,29,7,2,b,16.621086
20,29,9,2,b,13.50859
20,29,13,2,b,0.44347313
20,29,14,2,b,17.857851
20,29,16,2,b,0.3811878
20,29,18,2,b,0.019164242
20,29,19,2,b,1.3602952
20,29,20,2,b,2.1840935
20,32,1,2,b,10.975707
20,32,2,2,b,18.115395
20,32,3,2,b,3.5795827
20,32,4,2,b,8.196117
20,32,5,2,b,3.2627518
20,32,6,2,b,2.3528662
20,32,7,2,b,31.978409
20,32,9,2,b,25.579954
20,32,13,2,b,4.4478207
20,32,14,2,b,33.77026
20,32,16,2,b,8.331543
20,32,18,2,b,5.086138
20,32,19,2,b,8.689372
20,32,20,2,b,17.515467
20,33,1,2,b,11.304526
20,33,2,2,b,25.735853
20,33,3,2,b,13.120065
20,33,4,2,b,8.627679
20,33,5,2,b,5.285859
20,33,6,2,b,5.6632266
20,33,7,2,b,53.425335
20,33,9,2,b,52.402927
20,33,13,2,b,11.56798
20,33,14,2,b,52.608574
